BUSINESS_ID,TAG_ID
10013013,10
10013013,23
10013014,32
10013014,33
10013015,1
10013016,1
10013016,2
10013016,23
10013017,1
10013017,23
10013017,24
10013018,27
10013020,35
10013020,36
10013021,43
10013022,35
10013022,36
10013023,20
10013024,1
10013024,12
10013025,1
10013025,12
10013026,20
10013026,21
10013027,1
10013027,3
10013028,20
10013029,48
10013029,50
10013030,20
10013031,20
10013032,23
10013032,24
10013032,29
10013033,1
10013033,2
10013033,23
10013034,1
10013034,3
10013035,32
10013036,1
10013037,20
10013037,21
10013038,14
10013039,32
10013040,20
10013041,1
10013041,2
10013041,23
10013042,43
10013042,44
10013043,20
10013044,27
10013045,1
10013046,35
10013047,20
10013049,20
10013049,43
10013050,20
10013051,20
10013052,1
10013052,27
10013053,1
10013053,4
10013054,27
10013055,20
10013055,21
10013056,32
10013057,20
10013057,32
10013058,20
10013059,1
10013061,20
10013062,1
10013062,3
10013063,32
10013063,33
10013064,20
10013066,20
10013066,23
10013066,24
10013067,1
10013067,4
10013068,1
10013068,3
10013069,20
10013069,21
10013070,35
10013070,36
10013071,1
10013071,6
10013071,10
10013072,1
10013072,2
10013072,23
10013073,43
10013074,20
10013075,43
10013075,44
10013076,1
10013076,2
10013077,20
10013077,21
10013078,35
10013079,1
10013079,12
10013080,46
10013080,47
10013081,1
10013081,6
10013081,10
10013082,1
10013082,2
10013082,23
10013084,1
10013084,2
10013084,8
10013085,1
10013085,2
10013086,1
10013086,4
10013086,6
10013087,46
10013087,47
10013088,1
10013088,2
10013088,23
10013089,43
10013091,23
10013091,24
10013091,25
10013092,43
10013093,35
10013094,20
10013095,27
10013096,46
10013096,47
10013097,27
10013099,23
10013099,29
10013100,1
10013100,2
10013100,14
10013101,1
10013101,4
10013102,20
10013103,20
10013104,1
10013104,2
10013104,23
10013105,43
10013107,1
10013107,2
10013107,23
10013108,1
10013108,6
10013108,27
10013109,1
10013110,35
10013110,36
10013111,43
10013112,1
10013112,6
10013112,10
10013113,35
10013115,43
10013117,43
10013118,1
10013118,6
10013118,10
10013119,23
10013119,24
10013120,1
10013120,12
10013122,46
10013122,47
10013123,20
10013124,27
10013124,28
10013125,43
10013126,20
10013127,35
10013127,36
10013128,48
10013128,49
10013129,27
10013130,32
10013131,27
10013132,20
10013134,35
10013134,36
10013135,27
10013136,27
10013138,1
10013138,12
10013139,1
10013140,1
10013140,12
10013141,35
10013141,36
10013142,32
10013143,48
10013143,50
10013144,20
10013144,27
10013144,28
10013146,1
10013146,2
10013146,23
10013147,20
10013148,20
10013149,23
10013149,24
10013150,1
10013150,6
10013150,10
10013151,27
10013151,28
10013152,20
10013153,1
10013153,12
10013154,20
10013155,1
10013155,12
10013156,1
10013157,35
10013157,37
10013158,46
10013159,1
10013159,2
10013159,23
10013160,35
10013160,36
10013161,1
10013161,3
10013162,1
10013163,1
10013163,3
10013165,48
10013165,49
10013166,1
10013167,27
10013168,1
10013168,5
10013169,23
10013169,29
10013170,1
10013170,12
10013171,1
10013171,9
10013172,1
10013173,23
10013173,24
10013175,48
10013176,48
10013178,48
10013179,46
10013179,47
10013180,1
10013181,1
10013181,13
10013182,1
10013182,12
10013183,20
10013183,22
10013185,20
10013185,21
10013186,20
10013187,1
10013188,20
10013189,1
10013190,1
10013190,13
10013190,23
10013191,1
10013191,3
10013192,1
10013192,12
10013193,20
10013193,21
10013194,48
10013195,27
10013196,14
10013196,17
10013197,1
10013197,27
10013197,28
10013198,14
10013198,16
10013198,17
10013199,1
10013199,3
10013200,46
10013200,47
10013201,46
10013201,47
10013202,20
10013202,21
10013203,32
10013204,20
10013205,48
10013205,50
10013207,20
10013207,21
10013208,48
10013208,50
10013209,48
10013210,48
10013211,20
10013211,21
10013212,20
10013212,21
10013212,48
10013213,1
10013213,27
10013213,28
10013214,35
10013214,36
10013215,48
10013215,50
10013216,1
10013216,2
10013216,12
10013217,20
10013217,29
10013218,1
10013218,12
10013219,20
10013219,22
10013220,1
10013220,2
10013221,20
10013222,43
10013223,46
10013223,47
10013224,20
10013224,43
10013225,35
10013225,36
10013226,20
10013226,21
10013226,27
10013231,43
10013232,43
10013233,35
10013233,36
10013234,1
10013234,12
10013235,1
10013235,6
10013235,10
10013236,20
10013237,35
10013237,36
10013238,35
10013238,36
10013239,1
10013239,6
10013240,20
10013240,21
10013240,27
10013241,1
10013241,2
10013242,1
10013243,20
10013243,43
10013244,48
10013244,50
10013245,43
10013246,20
10013247,48
10013247,50
10013248,20
10013249,14
10013249,16
10013249,17
10013250,1
10013250,2
10013250,10
10013251,48
10013251,50
10013252,1
10013252,6
10013253,35
10013253,36
10013254,14
10013254,16
10013255,1
10013255,27
10013256,20
10013256,21
10013257,43
10013258,35
10013258,36
10013259,20
10013259,29
10013260,35
10013260,37
10013261,20
10013262,43
10013262,44
10013263,20
10013265,1
10013265,8
10013265,27
10013266,1
10013266,4
10013267,20
10013268,14
10013268,16
10013268,17
10013270,1
10013271,20
10013271,32
10013272,20
10013273,32
10013274,1
10013274,4
10013274,6
10013275,1
10013276,32
10013276,33
10013277,20
10013278,20
10013278,27
10013279,35
10013279,36
10013280,32
10013281,20
10013282,35
10013282,36
10013283,20
10013283,48
10013284,35
10013285,1
10013285,12
10013285,29
10013286,20
10013286,48
10013287,27
10013288,27
10013289,46
10013289,47
10013290,1
10013290,2
10013290,23
10013291,43
10013292,35
10013293,20
10013294,29
10013294,31
10013295,20
10013296,20
10013296,21
10013297,20
10013298,1
10013298,5
10013299,46
10013300,32
10013300,33
10013301,14
10013301,16
10013301,17
10013302,40
10013302,41
10013303,35
10013303,36
10013304,27
10013305,43
10013305,44
10013306,20
10013306,21
10013307,1
10013307,3
10013308,20
10013308,43
10013309,20
10013309,21
10013310,20
10013311,27
10013312,46
10013312,47
10013313,20
10013313,21
10013314,32
10013316,35
10013317,1
10013317,3
10013318,1
10013318,6
10013318,10
10013319,27
10013320,20
10013322,35
10013323,27
10013324,20
10013324,21
10013325,1
10013325,2
10013325,14
10013326,1
10013328,1
10013328,2
10013329,27
10013330,14
10013330,20
10013331,1
10013332,14
10013332,29
10013333,1
10013333,4
10013334,35
10013334,37
10013335,20
10013335,21
10013336,43
10013337,20
10013337,27
10013338,20
10013338,21
10013339,14
10013340,1
10013341,20
10013342,1
10013342,12
10013343,48
10013343,50
10013344,32
10013344,33
10013345,1
10013345,6
10013346,20
10013346,27
10013346,32
10013347,1
10013347,12
10013348,27
10013349,1
10013350,20
10013350,21
10013351,20
10013352,40
10013352,42
10013353,20
10013354,48
10013354,49
10013355,27
10013356,1
10013357,20
10013358,27
10013359,1
10013359,2
10013359,8
10013360,1
10013361,20
10013362,20
10013362,29
10013363,1
10013363,2
10013363,8
10013364,1
10013365,1
10013365,2
10013365,27
10013367,46
10013367,47
10013369,1
10013370,46
10013370,47
10013372,48
10013373,46
10013373,47
10013374,29
10013375,1
10013375,2
10013375,27
10013376,46
10013376,47
10013377,43
10013377,44
10013377,45
10013378,27
10013380,23
10013380,24
10013381,35
10013381,36
10013382,20
10013382,22
10013383,32
10013383,33
10013384,1
10013385,1
10013386,1
10013386,12
10013387,20
10013388,35
10013388,36
10013389,20
10013390,35
10013390,36
10013391,1
10013391,9
10013392,46
10013392,47
10013393,1
10013393,8
10013394,1
10013394,4
10013394,6
10013395,48
10013396,23
10013396,29
10013397,14
10013397,20
10013399,46
10013399,47
10013400,43
10013401,20
10013402,1
10013402,2
10013402,23
10013403,1
10013403,2
10013403,6
10013404,1
10013404,2
10013404,27
10013405,48
10013406,1
10013406,3
10013407,32
10013408,43
10013409,1
10013409,27
10013410,27
10013410,28
10013411,1
10013411,3
10013412,1
10013412,12
10013413,1
10013413,2
10013413,23
10013414,20
10013415,46
10013415,47
10013416,32
10013417,1
10013417,12
10013418,20
10013419,43
10013420,43
10013421,35
10013421,43
10013423,46
10013425,43
10013426,14
10013426,15
10013428,35
10013428,36
10013429,20
10013430,43
10013431,20
10013433,1
10013434,48
10013435,40
10013435,41
10013436,43
10013437,43
10013438,20
10013438,22
10013440,46
10013440,47
10013441,46
10013442,43
10013443,14
10013443,15
10013445,20
10013446,1
10013447,46
10013447,47
10013448,1
10013448,2
10013448,10
10013449,35
10013449,36
10013450,20
10013451,1
10013451,23
10013451,24
10013452,1
10013452,3
10013454,1
10013454,6
10013455,27
10013455,28
10013456,1
10013457,20
10013459,1
10013460,1
10013460,13
10013461,1
10013462,46
10013462,47
10013463,29
10013464,29
10013464,30
10013466,14
10013466,16
10013466,17
10013467,20
10013470,20
10013471,1
10013472,20
10013472,23
10013472,24
10013473,29
10013474,14
10013475,20
10013476,46
10013477,46
10013478,1
10013478,4
10013479,1
10013480,20
10013481,48
10013481,50
10013482,46
10013483,32
10013483,33
10013485,1
10013486,1
10013486,10
10013487,20
10013487,22
10013488,46
10013489,1
10013490,32
10013491,40
10013491,41
10013492,23
10013492,29
10013493,20
10013494,32
10013495,43
10013496,32
10013497,1
10013497,10
10013497,23
10013499,20
10013499,43
10013500,29
10013501,1
10013501,4
10013502,20
10013502,48
10013503,14
10013503,16
10013503,17
10013504,14
10013505,43
10013506,1
10013506,2
10013506,23
10013507,29
10013508,20
10013509,1
10013509,2
10013510,20
10013510,21
10013512,23
10013512,24
10013513,20
10013513,21
10013514,32
10013514,33
10013515,20
10013517,20
10013518,48
10013518,50
10013519,32
10013519,34
10013520,1
10013520,12
10013521,35
10013521,36
10013521,37
10013523,14
10013523,16
10013524,43
10013525,32
10013525,33
10013526,1
10013526,2
10013527,48
10013528,20
10013528,48
10013529,20
10013530,20
10013530,32
10013530,33
10013531,43
10013532,35
10013532,36
10013533,20
10013534,1
10013534,12
10013535,1
10013535,6
10013535,10
10013536,14
10013537,43
10013538,32
10013538,33
10013539,35
10013539,36
10013540,20
10013540,21
10013541,27
10013542,43
10013543,35
10013543,36
10013544,35
10013545,1
10013545,3
10013546,1
10013546,10
10013547,35
10013547,38
10013548,23
10013548,24
10013548,25
10013549,29
10013550,1
10013555,1
10013555,3
10013556,43
10013557,14
10013557,15
10013558,35
10013558,36
10013559,1
10013560,43
10013560,44
10013561,43
10013562,1
10013562,4
10013563,1
10013563,3
10013564,1
10013566,1
10013566,4
10013567,1
10013567,4
10013570,20
10013570,43
10013571,29
10013572,27
10013573,14
10013573,15
10013575,1
10013575,10
10013575,23
10013577,14
10013578,1
10013579,43
10013580,20
10013581,1
10013581,4
10013582,40
10013582,41
10013583,20
10013583,23
10013583,29
10013584,20
10013585,29
10013585,30
10013587,20
10013587,21
10013589,1
10013589,4
10013590,35
10013590,36
10013591,27
10013591,35
10013591,38
10013592,1
10013592,4
10013593,1
10013593,4
10013596,1
10013596,2
10013597,43
10013598,20
10013599,20
10013600,35
10013601,35
10013602,35
10013602,36
10013603,1
10013603,10
10013604,1
10013604,2
10013604,6
10013605,35
10013606,27
10013608,35
10013609,43
10013610,46
10013610,47
10013611,43
10013612,1
10013613,43
10013614,20
10013615,1
10013615,10
10013616,35
10013616,36
10013617,1
10013618,1
10013619,20
10013620,35
10013620,36
10013621,35
10013622,35
10013622,36
10013623,23
10013625,1
10013625,4
10013626,43
10013628,1
10013628,6
10013628,10
10013629,35
10013629,36
10013631,1
10013631,6
10013632,1
10013633,1
10013633,6
10013633,10
10013634,1
10013634,12
10013636,35
10013637,1
10013637,4
10013638,1
10013639,14
10013639,16
10013642,27
10013643,48
10013644,1
10013644,6
10013645,1
10013646,1
10013646,4
10013647,1
10013648,48
10013648,50
10013650,1
10013651,20
10013652,1
10013653,1
10013653,3
10013654,20
10013655,23
10013655,24
10013657,46
10013657,47
10013658,43
10013658,44
10013658,45
10013659,23
10013659,24
10013661,43
10013662,20
10013662,32
10013663,23
10013663,29
10013664,48
10013665,27
10013665,28
10013666,35
10013666,36
10013667,48
10013668,20
10013669,20
10013670,35
10013670,36
10013671,35
10013671,36
10013673,48
10013674,35
10013675,20
10013676,48
10013676,50
10013678,48
10013678,50
10013679,20
10013680,32
10013680,33
10013683,20
10013684,1
10013684,6
10013685,1
10013685,10
10013686,1
10013687,20
10013687,21
10013688,27
10013689,43
10013690,1
10013690,3
10013691,48
10013692,48
10013693,48
10013693,50
10013695,20
10013696,20
10013697,1
10013697,4
10013698,20
10013699,23
10013699,24
10013700,48
10013701,1
10013701,4
10013702,1
10013702,2
10013702,8
10013703,20
10013704,43
10013705,27
10013706,1
10013706,6
10013706,10
10013707,35
10013707,36
10013708,32
10013710,1
10013710,4
10013711,23
10013711,24
10013711,25
10013712,1
10013712,4
10013712,6
10013713,32
10013714,43
10013714,44
10013715,23
10013716,48
10013717,1
10013719,20
10013720,35
10013720,36
10013721,27
10013722,1
10013722,6
10013723,35
10013724,46
10013725,1
10013725,3
10013727,20
10013728,48
10013728,50
10013730,1
10013731,48
10013732,1
10013732,4
10013734,20
10013734,32
10013735,35
10013735,36
10013736,20
10013737,35
10013738,32
10013738,33
10013740,20
10013741,1
10013741,3
10013742,1
10013742,12
10013742,13
10013743,23
10013743,24
10013744,1
10013745,1
10013745,23
10013745,24
10013746,27
10013746,35
10013746,38
10013747,48
10013747,49
10013748,43
10013749,1
10013749,2
10013750,48
10013751,48
10013752,48
10013753,20
10013754,20
10013754,21
10013757,1
10013758,20
10013759,46
10013760,48
10013762,43
10013762,44
10013763,35
10013763,36
10013764,35
10013764,36
10013765,20
10013766,23
10013766,24
10013766,25
10013767,29
10013767,31
10013768,1
10013768,2
10013768,6
10013769,32
10013770,1
10013770,3
10013771,48
10013772,1
10013772,4
10013773,1
10013774,48
10013775,20
10013776,20
10013778,20
10013779,1
10013780,48
10013781,1
10013782,23
10013782,24
10013783,48
10013784,48
10013785,1
10013786,27
10013787,1
10013788,20
10013789,46
10013790,14
10013790,16
10013790,17
10013792,20
10013793,32
10013793,33
10013794,48
10013794,49
10013795,23
10013795,24
10013796,1
10013796,3
10013797,40
10013797,41
10013797,42
10013798,40
10013798,41
10013798,43
10013800,48
10013801,35
10013802,48
10013803,14
10013804,48
10013806,14
10013807,1
10013807,6
10013808,20
10013808,21
10013809,1
10013809,10
10013810,14
10013810,15
10013811,14
10013812,1
10013813,1
10013813,6
10013813,10
10013815,20
10013816,1
10013817,35
10013817,36
10013818,48
10013819,1
10013819,12
10013821,32
10013822,32
10013823,1
10013823,4
10013824,35
10013824,36
10013825,48
10013826,48
10013827,20
10013827,43
10013828,48
10013829,1
10013829,4
10013829,6
10013830,32
10013831,1
10013831,4
10013833,1
10013833,3
10013834,1
10013834,12
10013834,27
10013835,48
10013836,32
10013836,33
10013837,1
10013837,4
10013837,6
10013838,20
10013839,35
10013839,36
10013840,1
10013840,2
10013840,6
10013841,48
10013842,48
10013842,50
10013843,35
10013843,36
10013844,1
10013844,3
10013845,1
10013845,2
10013846,1
10013847,48
10013848,20
10013848,21
10013849,1
10013850,32
10013850,33
10013851,1
10013851,12
10013852,40
10013852,41
10013854,35
10013854,36
10013855,20
10013856,20
10013856,32
10013857,46
10013858,32
10013859,20
10013860,1
10013860,12
10013861,23
10013862,1
10013862,6
10013862,10
10013863,1
10013863,6
10013864,23
10013864,24
10013864,25
10013866,35
10013866,36
10013868,46
10013870,1
10013870,10
10013872,20
10013872,21
10013873,35
10013874,46
10013874,47
10013875,35
10013876,20
10013876,21
10013877,35
10013877,36
10013878,35
10013878,39
10013879,1
10013879,12
10013879,13
10013880,1
10013880,6
10013881,20
10013881,32
10013882,1
10013882,6
10013882,27
10013883,35
10013883,36
10013884,27
10013886,23
10013887,40
10013888,1
10013888,9
10013889,1
10013889,4
10013890,14
10013890,20
10013891,35
10013891,36
10013892,43
10013893,20
10013894,1
10013894,10
10013895,43
10013896,32
10013896,34
10013897,43
10013898,35
10013898,36
10013899,43
10013901,35
10013901,38
10013903,27
10013903,28
10013905,1
10013905,3
10013906,32
10013906,34
10013907,23
10013907,24
10013908,1
10013908,4
10013910,1
10013910,8
10013911,20
10013911,21
10013912,20
10013915,27
10013915,35
10013915,38
10013916,1
10013916,3
10013917,1
10013917,2
10013918,20
10013919,43
10013920,1
10013920,3
10013921,35
10013921,36
10013922,1
10013922,4
10013923,35
10013924,35
10013924,36
10013925,1
10013925,2
10013926,35
10013926,36
10013927,43
10013928,1
10013928,4
10013929,20
10013930,14
10013930,20
10013930,29
10013931,20
10013932,27
10013934,1
10013934,4
10013935,20
10013935,35
10013936,43
10013937,20
10013937,43
10013939,20
10013939,27
10013939,32
10013940,43
10013940,44
10013941,35
10013942,1
10013942,12
10013942,13
10013943,23
10013943,24
10013944,1
10013944,12
10013945,1
10013946,48
10013947,1
10013947,12
10013948,48
10013949,27
10013949,28
10013950,1
10013950,12
10013951,27
10013953,1
10013953,27
10013954,48
10013954,49
10013955,20
10013956,20
10013957,1
10013957,12
10013958,48
10013959,43
10013960,1
10013960,4
10013960,6
10013962,20
10013963,43
10013964,27
10013964,28
10013965,20
10013966,1
10013967,20
10013968,35
10013970,27
10013970,28
10013971,32
10013971,33
10013972,32
10013973,1
10013973,4
10013974,43
10013974,44
10013977,1
10013978,48
10013978,49
10013979,48
10013980,48
10013981,40
10013981,41
10013982,1
10013982,3
10013983,1
10013984,20
10013984,27
10013984,28
10013986,20
10013986,48
10013987,1
10013987,3
10013990,20
10013990,22
10013991,27
10013992,43
10013992,44
10013992,45
10013993,27
10013993,35
10013993,38
10013994,1
10013994,13
10013995,35
10013995,37
10013996,43
10013996,44
10013997,1
10013998,40
10013999,27
10014000,46
10014000,47
10014001,1
10014001,6
10014002,1
10014003,48
10014003,50
10014004,1
10014004,4
10014005,1
10014005,10
10014006,48
10014006,50
10014007,23
10014008,43
10014008,44
10014008,45
10014010,32
10014011,1
10014013,32
10014014,1
10014014,2
10014014,10
10014015,1
10014015,6
10014015,10
10014017,1
10014017,4
10014018,46
10014019,32
10014021,46
10014021,47
10014022,14
10014022,20
10014023,1
10014025,1
10014026,1
10014026,2
10014026,8
10014028,1
10014028,3
10014029,43
10014030,46
10014030,47
10014031,1
10014031,2
10014032,46
10014032,47
10014034,1
10014034,6
10014035,14
10014036,1
10014037,32
10014039,1
10014039,2
10014039,9
10014040,46
10014040,47
10014041,46
10014041,47
10014042,1
10014042,4
10014043,1
10014043,10
10014043,12
10014044,48
10014045,14
10014045,16
10014045,17
10014046,20
10014048,20
10014049,1
10014050,1
10014050,27
10014050,28
10014051,48
10014052,48
10014052,50
10014053,20
10014053,29
10014054,48
10014057,35
10014057,36
10014058,1
10014059,35
10014059,36
10014060,35
10014060,36
10014061,43
10014062,35
10014062,36
10014063,23
10014064,40
10014064,42
10014065,23
10014065,24
10014066,35
10014066,36
10014067,27
10014067,28
10014068,1
10014068,4
10014069,20
10014069,43
10014071,40
10014072,1
10014073,20
10014073,21
10014073,48
10014074,43
10014075,27
10014077,35
10014080,20
10014081,35
10014082,1
10014082,4
10014083,43
10014083,44
10014084,32
10014085,1
10014085,6
10014085,10
10014086,1
10014086,4
10014086,6
10014087,1
10014088,46
10014088,47
10014089,46
10014090,20
10014091,32
10014091,33
10014092,43
10014093,1
10014093,4
10014094,1
10014094,3
10014094,6
10014096,43
10014097,23
10014097,24
10014098,35
10014099,1
10014099,2
10014099,23
10014100,1
10014100,12
10014101,1
10014101,4
10014101,27
10014102,20
10014103,20
10014105,46
10014105,47
10014106,35
10014107,1
10014107,4
10014108,20
10014109,1
10014109,12
10014110,1
10014110,6
10014110,10
10014112,1
10014112,6
10014112,10
10014113,43
10014113,44
10014114,1
10014114,10
10014115,1
10014115,6
10014116,1
10014116,4
10014117,1
10014117,2
10014118,48
10014119,43
10014119,44
10014120,35
10014120,36
10014120,39
10014121,35
10014121,36
10014122,27
10014123,32
10014124,1
10014124,3
10014126,46
10014126,47
10014127,1
10014127,4
10014128,20
10014128,43
10014129,32
10014130,20
10014130,27
10014130,32
10014131,43
10014132,43
10014134,1
10014134,4
10014136,32
10014137,20
10014137,27
10014137,32
10014138,35
10014139,23
10014140,1
10014140,2
10014140,6
10014141,32
10014142,1
10014142,12
10014143,35
10014144,43
10014144,44
10014145,20
10014145,21
10014146,35
10014146,39
10014147,1
10014148,46
10014149,46
10014149,47
10014150,43
10014150,44
10014151,32
10014152,43
10014152,44
10014153,1
10014153,12
10014154,46
10014155,20
10014157,27
10014158,1
10014158,12
10014160,43
10014160,44
10014161,20
10014161,21
10014162,48
10014163,1
10014163,4
10014163,6
10014165,48
10014165,50
10014167,35
10014168,1
10014168,2
10014168,23
10014169,1
10014169,6
10014170,40
10014170,42
10014171,35
10014172,1
10014172,4
10014175,1
10014175,12
10014176,20
10014177,1
10014178,1
10014179,35
10014180,1
10014180,6
10014180,10
10014182,1
10014182,3
10014183,1
10014183,12
10014184,46
10014185,14
10014186,43
10014187,1
10014187,6
10014187,10
10014188,20
10014189,46
10014190,48
10014191,1
10014192,23
10014192,24
10014193,1
10014193,2
10014194,35
10014194,36
10014195,35
10014196,35
10014196,36
10014197,1
10014197,6
10014198,1
10014198,4
10014199,14
10014199,16
10014200,35
10014200,36
10014201,1
10014201,2
10014201,27
10014202,43
10014202,44
10014203,35
10014204,32
10014205,35
10014206,27
10014207,1
10014207,3
10014208,46
10014209,1
10014209,2
10014210,1
10014210,4
10014211,1
10014211,6
10014211,10
10014212,43
10014213,20
10014214,43
10014215,20
10014216,46
10014217,35
10014218,43
10014219,1
10014219,3
10014219,6
10014220,48
10014220,50
10014221,1
10014221,6
10014221,10
10014222,1
10014222,6
10014223,43
10014224,32
10014225,20
10014225,21
10014226,1
10014226,6
10014228,1
10014228,3
10014229,23
10014230,35
10014230,36
10014231,32
10014232,1
10014232,2
10014232,23
10014233,35
10014234,20
10014235,48
10014236,1
10014236,4
10014238,20
10014238,21
10014239,35
10014241,43
10014241,44
10014241,45
10014242,35
10014242,36
10014243,35
10014243,36
10014244,27
10014245,48
10014246,1
10014246,2
10014248,48
10014248,49
10014249,20
10014249,21
10014250,48
10014251,46
10014251,47
10014252,1
10014252,6
10014253,46
10014253,47
10014254,43
10014255,43
10014256,32
10014257,32
10014257,33
10014258,35
10014258,37
10014259,1
10014259,3
10014260,14
10014260,16
10014260,17
10014261,32
10014261,33
10014263,48
10014264,1
10014264,12
10014268,35
10014268,36
10014269,1
10014269,12
10014270,1
10014270,6
10014271,1
10014271,10
10014272,1
10014272,4
10014273,32
10014274,43
10014276,48
10014276,50
10014277,20
10014277,48
10014278,48
10014279,14
10014281,27
10014282,1
10014282,4
10014283,20
10014284,43
10014285,20
10014285,21
10014286,48
10014287,1
10014288,35
10014288,36
10014289,35
10014289,36
10014290,46
10014290,47
10014291,20
10014293,27
10014294,1
10014294,10
10014295,1
10014295,2
10014295,23
10014296,20
10014297,20
10014298,20
10014299,20
10014300,35
10014300,36
10014301,48
10014302,1
10014302,4
10014303,20
10014303,21
10014304,27
10014305,46
10014305,47
10014306,43
10014306,44
10014307,35
10014307,36
10014308,20
10014308,21
10014309,35
10014309,36
10014310,35
10014310,36
10014311,1
10014311,3
10014313,1
10014313,3
10014314,48
10014315,43
10014315,44
10014316,1
10014317,20
10014318,27
10014319,1
10014319,3
10014320,46
10014320,47
10014321,32
10014322,1
10014322,6
10014322,10
10014323,32
10014325,46
10014325,47
10014326,48
10014327,1
10014327,6
10014327,10
10014328,1
10014329,35
10014330,20
10014331,1
10014332,1
10014332,6
10014333,40
10014334,35
10014334,36
10014335,1
10014335,4
10014335,6
10014336,1
10014336,4
10014337,1
10014337,2
10014337,10
10014338,20
10014339,27
10014340,1
10014340,3
10014341,23
10014341,24
10014341,27
10014342,1
10014343,1
10014343,12
10014344,43
10014346,48
10014346,50
10014347,27
10014348,1
10014348,10
10014349,1
10014349,3
10014350,1
10014350,2
10014351,1
10014352,1
10014352,3
10014353,1
10014353,3
10014354,32
10014355,48
10014356,35
10014356,37
10014357,1
10014358,48
10014358,50
10014359,1
10014359,4
10014360,1
10014360,10
10014362,1
10014362,2
10014363,1
10014363,6
10014363,10
10014364,1
10014364,2
10014365,1
10014365,6
10014365,10
10014366,1
10014366,12
10014367,27
10014368,1
10014368,10
10014369,32
10014370,20
10014371,1
10014371,3
10014372,20
10014372,21
10014373,48
10014374,35
10014374,39
10014375,1
10014375,4
10014376,20
10014377,27
10014377,35
10014377,38
10014378,48
10014379,35
10014380,40
10014380,41
10014381,20
10014382,20
10014383,32
10014385,27
10014386,27
10014387,27
10014388,1
10014388,2
10014389,1
10014389,4
10014390,20
10014390,32
10014391,46
10014392,20
10014392,21
10014393,32
10014393,33
10014394,14
10014394,16
10014394,17
10014395,1
10014395,2
10014396,1
10014396,4
10014396,6
10014397,14
10014397,20
10014397,29
10014398,1
10014398,4
10014398,6
10014399,20
10014399,43
10014400,27
10014401,27
10014402,32
10014403,35
10014404,14
10014404,15
10014405,35
10014405,36
10014405,38
10014407,1
10014407,3
10014408,48
10014409,35
10014409,36
10014410,20
10014410,21
10014411,14
10014412,1
10014412,3
10014412,6
10014413,1
10014413,12
10014414,27
10014415,48
10014415,50
10014416,20
10014416,21
10014417,20
10014418,20
10014418,48
10014419,1
10014419,6
10014420,20
10014420,27
10014420,32
10014421,1
10014421,6
10014422,20
10014423,1
10014423,12
10014424,20
10014424,22
10014425,32
10014426,35
10014426,36
10014427,32
10014427,48
10014428,1
10014428,3
10014428,27
10014429,1
10014429,12
10014430,1
10014430,4
10014431,48
10014432,1
10014432,3
10014433,23
10014433,24
10014434,1
10014434,3
10014435,32
10014436,1
10014437,1
10014437,12
10014438,1
10014438,4
10014439,48
10014440,32
10014440,33
10014441,1
10014441,12
10014442,1
10014442,12
10014443,1
10014443,3
10014444,1
10014445,35
10014446,43
10014446,44
10014447,46
10014447,47
10014448,1
10014448,2
10014448,23
10014449,1
10014449,4
10014450,1
10014450,10
10014451,1
10014451,2
10014451,6
10014452,1
10014452,4
10014452,6
10014453,32
10014455,48
10014457,1
10014457,2
10014458,1
10014458,2
10014458,9
10014459,43
10014459,44
10014460,43
10014460,44
10014461,1
10014461,6
10014462,1
10014462,3
10014463,1
10014463,6
10014464,20
10014464,21
10014464,27
10014465,27
10014465,35
10014465,38
10014466,48
10014466,50
10014467,20
10014468,20
10014468,21
10014468,27
10014469,1
10014469,4
10014469,6
10014470,20
10014471,1
10014471,13
10014471,23
10014472,43
10014472,44
10014473,35
10014474,1
10014474,2
10014475,1
10014476,1
10014476,2
10014476,6
10014477,1
10014477,12
10014478,1
10014478,6
10014478,10
10014479,32
10014479,33
10014480,43
10014480,44
10014480,45
10014481,1
10014481,6
10014482,1
10014482,12
10014482,13
10014483,35
10014483,36
10014484,27
10014485,1
10014485,6
10014486,1
10014486,2
10014486,6
10014487,14
10014487,15
10014488,32
10014489,35
10014489,37
10014490,1
10014490,12
10014491,1
10014491,3
10014492,48
10014493,1
10014493,4
10014494,20
10014494,21
10014497,35
10014497,37
10014498,32
10014499,35
10014500,35
10014500,36
10014502,1
10014502,3
10014504,35
10014505,1
10014505,4
10014506,1
10014506,2
10014506,4
10014507,35
10014508,46
10014508,47
10014509,48
10014510,20
10014511,1
10014511,6
10014512,20
10014513,1
10014514,46
10014514,47
10014515,1
10014516,1
10014517,43
10014518,46
10014518,47
10014519,1
10014519,2
10014520,43
10014521,1
10014521,6
10014521,10
10014522,35
10014522,37
10014523,43
10014524,46
10014524,47
10014525,1
10014525,2
10014527,46
10014528,20
10014530,27
10014531,43
10014532,35
10014533,14
10014533,15
10014536,1
10014536,12
10014537,1
10014537,6
10014537,27
10014539,29
10014539,31
10014540,14
10014540,15
10014541,20
10014542,48
10014543,1
10014543,4
10014543,6
10014544,1
10014544,3
10014545,1
10014545,27
10014546,1
10014546,27
10014546,28
10014547,43
10014549,20
10014549,21
10014550,1
10014551,1
10014551,10
10014552,27
10014553,20
10014554,20
10014554,21
10014555,27
10014556,1
10014557,43
10014558,20
10014559,27
10014559,35
10014559,38
10014560,1
10014560,9
10014561,20
