BUSINESS_ID,TAG_ID
10000294,28
10000296,46
10000296,47
10000297,1
10000297,12
10000297,13
10000298,35
10000298,36
10000299,20
10000299,21
10000301,27
10000302,27
10000303,1
10000303,2
10000303,23
10000304,48
10000305,1
10000305,2
10000305,6
10000306,1
10000306,6
10000306,27
10000307,29
10000308,43
10000309,43
10000310,1
10000310,2
10000312,1
10000313,1
10000313,12
10000314,35
10000314,36
10000315,32
10000315,33
10000316,48
10000316,50
10000317,1
10000317,5
10000318,1
10000318,5
10000319,1
10000319,6
10000320,27
10000321,1
10000321,12
10000321,23
10000322,1
10000322,12
10000323,14
10000324,20
10000325,20
10000326,32
10000326,33
10000327,20
10000328,27
10000329,43
10000330,27
10000331,1
10000331,11
10000331,23
10000332,20
10000333,20
10000335,23
10000335,24
10000336,23
10000336,24
10000337,48
10000337,50
10000338,1
10000338,2
10000339,20
10000339,21
10000341,1
10000341,4
10000341,6
10000342,27
10000344,1
10000345,20
10000346,1
10000346,3
10000347,1
10000347,23
10000347,24
10000348,1
10000348,10
10000348,12
10000349,27
10000350,48
10000351,1
10000351,6
10000351,10
10000352,20
10000352,21
10000353,14
10000354,48
10000354,50
10000355,1
10000355,2
10000355,10
10000356,35
10000356,38
10000357,1
10000358,1
10000358,4
10000359,20
10000359,21
10000360,1
10000360,12
10000361,20
10000362,27
10000363,20
10000364,27
10000365,20
10000366,1
10000366,2
10000368,35
10000369,20
10000369,35
10000370,1
10000370,6
10000370,10
10000371,1
10000371,27
10000372,32
10000372,33
10000373,1
10000373,3
10000374,32
10000374,33
10000375,27
10000376,1
10000376,13
10000377,20
10000378,46
10000380,20
10000381,1
10000381,2
10000382,43
10000383,1
10000383,2
10000383,23
10000384,1
10000384,12
10000385,27
10000385,28
10000387,20
10000388,46
10000388,47
10000389,1
10000389,13
10000389,23
10000390,46
10000390,47
10000391,46
10000391,47
10000392,48
10000393,1
10000393,2
10000394,27
10000395,27
10000397,32
10000398,32
10000398,33
10000399,32
10000400,43
10000400,44
10000401,1
10000401,2
10000402,1
10000404,1
10000404,23
10000404,24
10000405,35
10000405,36
10000406,1
10000406,2
10000406,23
10000407,1
10000407,27
10000408,46
10000410,1
10000410,2
10000411,27
10000412,46
10000413,20
10000414,1
10000414,2
10000414,23
10000415,1
10000415,12
10000416,1
10000416,6
10000416,10
10000417,1
10000417,4
10000417,27
10000418,1
10000419,20
10000419,21
10000420,27
10000421,1
10000422,20
10000423,1
10000424,1
10000425,1
10000426,1
10000427,32
10000427,33
10000428,20
10000428,29
10000429,1
10000429,2
10000430,27
10000431,1
10000431,7
10000431,8
10000432,20
10000432,48
10000433,27
10000433,28
10000434,43
10000434,44
10000435,20
10000435,21
10000436,20
10000437,1
10000437,12
10000438,29
10000439,46
10000440,1
10000441,27
10000442,23
10000442,24
10000443,32
10000443,33
10000444,29
10000445,27
10000446,1
10000447,27
10000449,20
10000450,1
10000450,4
10000451,1
10000451,2
10000451,8
10000453,27
10000454,20
10000455,1
10000456,27
10000457,1
10000458,29
10000460,14
10000460,43
10000461,48
10000462,1
10000463,48
10000464,20
10000464,43
10000465,27
10000466,32
10000466,33
10000467,1
10000467,2
10000468,1
10000469,32
10000469,33
10000470,1
10000470,8
10000471,20
10000472,48
10000473,1
10000473,12
10000474,32
10000474,33
10000475,1
10000478,20
10000479,1
10000481,23
10000481,24
10000482,27
10000483,27
10000484,27
10000485,27
10000486,32
10000487,48
10000488,46
10000488,47
10000489,1
10000490,1
10000490,6
10000491,29
10000492,35
10000492,37
10000493,1
10000493,2
10000494,1
10000494,3
10000495,1
10000495,2
10000496,20
10000497,1
10000497,11
10000498,1
10000500,23
10000500,24
10000501,27
10000502,20
10000502,29
10000503,29
10000504,46
10000505,1
10000505,3
10000506,1
10000506,2
10000507,27
10000509,20
10000510,27
10000511,27
10000512,29
10000512,31
10000513,48
10000515,1
10000515,13
10000516,27
10000517,1
10000517,23
10000517,24
10000518,1
10000518,2
10000519,1
10000519,12
10000520,1
10000520,10
10000521,46
10000521,47
10000523,46
10000523,47
10000524,1
10000525,1
10000525,12
10000526,1
10000526,23
10000526,24
10000527,27
10000528,1
10000529,20
10000529,21
10000530,1
10000531,1
10000531,12
10000532,1
10000532,12
10000533,27
10000534,20
10000534,29
10000535,20
10000535,21
10000536,1
10000536,12
10000537,1
10000537,3
10000538,14
10000538,16
10000538,17
10000539,1
10000539,2
10000540,20
10000541,27
10000541,28
10000542,1
10000542,12
10000543,20
10000544,1
10000544,12
10000545,32
10000546,1
10000546,12
10000547,48
10000547,50
10000548,1
10000548,5
10000549,1
10000551,1
10000551,27
10000552,40
10000552,41
10000553,1
10000553,23
10000553,24
10000554,35
10000554,36
10000555,1
10000555,5
10000556,32
10000557,1
10000557,2
10000557,23
10000558,1
10000558,27
10000559,23
10000559,24
10000560,32
10000561,1
10000562,1
10000563,20
10000564,1
10000564,2
10000565,20
10000566,1
10000567,1
10000567,2
10000567,10
10000568,23
10000569,40
10000569,42
10000570,35
10000571,1
10000571,23
10000571,24
10000572,48
10000573,46
10000573,47
10000574,27
10000575,1
10000575,2
10000575,23
10000576,1
10000576,2
10000578,48
10000578,50
10000579,35
10000580,1
10000580,2
10000580,23
10000581,1
10000582,1
10000583,1
10000583,6
10000584,1
10000585,1
10000585,2
10000586,1
10000586,12
10000587,35
10000587,39
10000588,20
10000589,43
10000590,35
10000590,36
10000591,1
10000592,27
10000592,28
10000593,20
10000594,1
10000595,48
10000595,50
10000596,1
10000596,8
10000596,27
10000597,27
10000597,28
10000598,1
10000598,12
10000599,1
10000599,6
10000599,10
10000601,1
10000602,1
10000602,12
10000603,1
10000603,6
10000603,10
10000604,1
10000604,2
10000604,23
10000605,1
10000605,3
10000606,1
10000607,35
10000607,36
10000608,1
10000608,6
10000608,10
10000609,48
10000609,50
10000610,20
10000610,29
10000610,43
10000611,1
10000611,3
10000612,1
10000612,3
10000613,20
10000614,20
10000616,1
10000616,12
10000617,1
10000618,1
10000618,12
10000619,32
10000619,33
10000620,1
10000620,13
10000622,27
10000622,28
10000623,29
10000623,31
10000624,1
10000624,2
10000624,10
10000625,20
10000625,23
10000625,24
10000626,20
10000626,21
10000627,20
10000628,23
10000628,24
10000629,20
10000630,20
10000631,20
10000632,20
10000633,32
10000634,3
10000634,48
10000635,32
10000636,20
10000637,20
10000638,27
10000638,28
10000639,48
10000639,49
10000640,20
10000640,21
10000641,43
10000641,44
10000642,20
10000642,21
10000643,27
10000645,20
10000645,21
10000646,32
10000646,33
10000648,1
10000649,32
10000649,33
10000650,1
10000651,27
10000651,28
10000652,1
10000652,2
10000652,23
10000653,20
10000653,21
10000654,43
10000654,44
10000654,45
10000655,32
10000655,48
10000656,14
10000656,16
10000656,17
10000657,46
10000657,47
10000658,1
10000658,2
10000660,32
10000660,33
10000661,1
10000661,2
10000661,23
10000662,1
10000662,2
10000662,23
10000663,27
10000663,28
10000664,27
10000665,1
10000665,27
10000666,20
10000667,20
10000668,48
10000669,20
10000669,22
10000670,1
10000670,27
10000670,46
10000671,23
10000672,27
10000673,23
10000673,24
10000674,48
10000675,27
10000676,43
10000677,20
10000678,20
10000678,21
10000679,1
10000679,12
10000679,23
10000680,32
10000680,33
10000681,20
10000681,27
10000682,20
10000682,21
10000683,20
10000683,21
10000684,20
10000684,21
10000685,20
10000685,22
10000686,20
10000687,1
10000689,1
10000689,2
10000692,20
10000693,20
10000694,1
10000694,12
10000695,43
10000695,44
10000696,23
10000696,24
10000696,25
10000697,1
10000698,43
10000698,44
10000698,45
10000699,1
10000700,48
10000700,50
10000701,20
10000701,21
10000702,1
10000702,2
10000702,46
10000703,46
10000704,20
10000704,21
10000705,20
10000706,20
10000707,48
10000707,50
10000708,1
10000708,6
10000708,10
10000709,1
10000709,6
10000710,20
10000710,21
10000712,20
10000712,21
10000713,32
10000713,33
10000714,20
10000715,1
10000715,2
10000716,20
10000716,27
10000717,1
10000717,6
10000717,10
10000718,20
10000719,1
10000719,3
10000720,35
10000720,37
10000721,1
10000721,12
10000722,1
10000722,12
10000723,27
10000725,48
10000725,50
10000726,1
10000726,6
10000726,10
10000727,20
10000728,27
10000728,28
10000729,14
10000730,20
10000731,35
10000731,36
10000732,35
10000732,36
10000733,20
10000734,1
10000734,3
10000735,1
10000735,6
10000735,10
10000737,23
10000737,24
10000738,1
10000738,12
10000739,32
10000740,20
10000740,43
10000741,1
10000741,2
10000742,27
10000742,28
10000743,32
10000744,35
10000744,36
10000745,1
10000745,3
10000746,43
10000747,27
10000747,28
10000748,20
10000749,20
10000750,1
10000750,12
10000751,48
10000751,50
10000752,14
10000753,1
10000753,2
10000754,35
10000755,20
10000755,21
10000756,35
10000756,36
10000757,1
10000757,6
10000757,10
10000758,27
10000759,20
10000759,22
10000760,1
10000761,1
10000761,3
10000765,27
10000766,20
10000766,32
10000767,20
10000768,1
10000768,4
10000768,6
10000769,27
10000770,1
10000771,20
10000772,20
10000773,23
10000773,29
10000774,20
10000775,1
10000775,2
10000775,23
10000776,32
10000776,33
10000777,1
10000777,2
10000778,43
10000778,44
10000779,1
10000779,2
10000779,10
10000780,46
10000780,47
10000781,20
10000781,27
10000783,14
10000783,16
10000783,17
10000784,35
10000784,36
10000785,1
10000785,12
10000786,1
10000786,8
10000787,1
10000787,6
10000787,10
10000788,27
10000788,28
10000789,1
10000789,12
10000790,1
10000790,6
10000791,1
10000792,20
10000792,27
10000793,1
10000794,1
10000794,2
10000794,9
10000795,40
10000795,41
10000795,43
10000796,1
10000797,14
10000799,1
10000799,12
10000800,1
10000800,4
10000800,6
10000801,1
10000801,6
10000801,10
10000802,14
10000802,20
10000803,1
10000803,3
10000804,32
10000805,20
10000805,27
10000805,32
10000806,1
10000806,2
10000807,32
10000808,1
10000808,12
10000809,14
10000809,16
10000809,17
10000810,14
10000811,14
10000813,29
10000814,29
10000814,30
10000815,14
10000816,14
10000816,29
10000820,1
10000820,12
10000822,1
10000822,10
10000823,35
10000823,36
10000824,35
10000824,36
10000825,43
10000826,1
10000826,6
10000826,10
10000827,20
10000828,32
10000829,1
10000829,3
10000830,1
10000830,12
10000831,27
10000832,46
10000832,47
10000833,32
10000834,43
10000835,43
10000836,46
10000836,47
10000837,1
10000837,4
10000838,32
10000839,1
10000839,12
10000840,1
10000840,2
10000841,46
10000841,47
10000842,35
10000842,39
10000843,1
10000843,6
10000843,10
10000844,1
10000844,3
10000845,48
10000845,50
10000846,46
10000846,47
10000847,20
10000847,21
10000848,1
10000849,1
10000850,1
10000850,6
10000851,20
10000851,43
10000852,20
10000852,48
10000853,20
10000854,20
10000854,21
10000855,20
10000856,46
10000856,47
10000857,20
10000857,21
10000858,20
10000858,21
10000859,20
10000860,1
10000861,20
10000862,27
10000863,1
10000863,2
10000864,20
10000865,1
10000865,13
10000866,35
10000866,36
10000867,20
10000868,48
10000868,49
10000869,20
10000870,20
10000871,20
10000872,20
10000872,21
10000873,20
10000874,20
10000874,43
10000875,20
10000875,48
10000876,1
10000877,20
10000878,1
10000878,12
10000879,20
10000879,27
10000880,20
10000881,20
10000882,20
10000882,21
10000883,1
10000883,4
10000883,6
10000884,20
10000885,1
10000885,2
10000885,9
10000887,1
10000888,20
10000888,21
10000889,20
10000890,1
10000890,27
10000891,32
10000892,20
10000893,1
10000893,2
10000893,23
10000894,20
10000894,21
10000895,20
10000896,20
10000897,20
10000897,21
10000898,1
10000898,13
10000898,23
10000899,1
10000899,2
10000899,9
10000900,20
10000901,35
10000901,39
10000902,35
10000902,36
10000903,1
10000903,12
10000905,1
10000905,2
10000907,35
10000907,36
10000908,23
10000908,24
10000910,20
10000911,27
10000911,28
10000912,35
10000912,36
10000913,35
10000913,36
10000914,46
10000914,47
10000915,1
10000915,6
10000916,1
10000916,3
10000917,35
10000917,37
10000918,46
10000918,47
10000919,35
10000919,36
10000920,1
10000920,6
10000922,1
10000923,20
10000923,43
10000924,27
10000925,35
10000926,1
10000926,3
10000927,14
10000928,43
10000929,32
10000930,46
10000930,47
10000931,46
10000931,47
10000932,35
10000933,46
10000934,1
10000934,2
10000934,11
10000936,27
10000937,46
10000937,47
10000938,20
10000938,29
10000939,1
10000939,2
10000940,1
10000940,2
10000940,23
10000942,1
10000942,2
10000943,29
10000943,30
10000944,32
10000944,33
10000945,1
10000945,2
10000946,1
10000946,10
10000946,11
10000947,27
10000948,1
10000948,2
10000948,23
10000949,29
10000950,1
10000950,23
10000950,24
10000951,1
10000951,3
10000952,1
10000952,10
10000952,23
10000953,46
10000953,47
10000954,20
10000954,29
10000954,30
10000956,1
10000957,1
10000959,1
10000960,1
10000960,2
10000960,23
10000962,1
10000962,10
10000963,48
10000964,1
10000965,1
10000966,1
10000966,2
10000967,1
10000967,3
10000968,1
10000968,6
10000969,46
10000969,47
10000970,46
10000970,47
10000971,14
10000971,16
10000972,14
10000973,14
10000974,29
10000974,30
10000976,27
10000978,43
10000979,1
10000979,2
10000980,32
10000980,33
10000982,46
10000982,47
10000983,20
10000983,22
10000986,1
10000986,4
10000986,6
10000987,1
10000987,2
10000988,29
10000989,27
10000990,23
10000990,24
10000991,1
10000992,1
10000992,2
10000993,27
10000994,1
10000994,6
10000995,1
10000995,2
10000996,1
10000997,23
10000997,29
10000998,1
10000998,12
10000999,1
10000999,2
10001000,1
10001001,1
10001001,23
10001001,24
10001002,46
10001002,47
10001003,1
10001003,2
10001003,23
10001004,1
10001004,23
10001004,24
10001005,1
10001005,12
10001007,46
10001007,47
10001008,27
10001009,1
10001009,23
10001009,24
10001010,48
10001010,49
10001011,29
10001012,1
10001012,2
10001012,23
10001013,1
10001013,2
10001013,23
10001015,1
10001015,2
10001016,23
10001016,24
10001016,25
10001017,29
10001018,29
10001019,1
10001020,1
10001020,2
10001021,23
10001021,24
10001022,1
10001022,2
10001022,10
10001023,48
10001024,20
10001025,1
10001025,10
10001026,1
10001026,27
10001027,23
10001027,24
10001028,1
10001029,27
10001030,35
10001031,46
10001032,1
10001032,2
10001032,23
10001033,27
10001034,14
10001034,29
10001034,30
10001035,1
10001036,1
10001036,12
10001037,46
10001037,47
10001038,27
10001039,23
10001039,24
10001040,23
10001041,43
10001041,44
10001044,1
10001044,8
10001044,27
10001045,1
10001047,20
10001047,27
10001048,46
10001048,47
10001049,1
10001049,27
10001050,1
10001050,2
10001051,1
10001051,3
10001052,20
10001052,22
10001053,20
10001053,48
10001054,1
10001054,2
10001054,23
10001055,20
10001056,1
10001057,48
10001058,1
10001058,2
10001060,46
10001060,47
10001061,27
10001062,1
10001062,6
10001062,10
10001063,48
10001063,49
10001064,1
10001064,2
10001065,20
10001065,32
10001066,1
10001066,12
10001067,1
10001067,23
10001067,24
10001068,1
10001068,2
10001069,43
10001070,20
10001070,22
10001071,20
10001072,32
10001072,34
10001074,20
10001074,21
10001076,20
10001077,20
10001078,1
10001078,2
10001078,9
10001079,27
10001080,43
10001081,20
10001082,35
10001082,36
10001084,32
10001085,32
10001086,29
10001086,31
10001087,29
10001087,31
10001088,14
10001089,35
10001090,43
10001092,20
10001092,21
10001093,20
10001094,35
10001094,36
10001095,14
10001096,46
10001096,47
10001097,46
10001097,47
10001098,48
10001099,20
10001099,21
10001100,14
10001100,16
10001100,17
10001101,14
10001101,16
10001101,17
10001102,14
10001102,16
10001102,17
10001103,20
10001104,20
10001105,1
10001105,23
10001105,24
10001106,1
10001107,20
10001107,29
10001107,30
10001110,1
10001110,10
10001111,1
10001113,48
10001113,50
10001114,14
10001114,29
10001116,27
10001116,28
10001118,1
10001118,3
10001119,43
10001120,20
10001122,35
10001122,37
10001123,48
10001125,29
10001126,1
10001128,20
10001129,1
10001129,13
10001130,32
10001131,43
10001132,20
10001132,21
10001134,1
10001134,9
10001135,48
10001136,48
10001137,32
10001138,1
10001139,20
10001141,20
10001143,1
10001144,23
10001144,29
10001146,1
10001146,5
10001147,1
10001148,43
10001148,44
10001149,14
10001149,16
10001149,18
10001151,40
10001152,1
10001152,3
10001153,20
10001154,1
10001154,6
10001156,1
10001158,1
10001158,12
10001159,1
10001160,20
10001161,20
10001162,1
10001162,3
10001163,1
10001163,2
10001163,27
10001164,23
10001164,29
10001165,46
10001165,47
10001167,40
10001167,41
10001168,1
10001168,3
10001169,20
10001169,21
10001170,1
10001170,12
10001171,1
10001171,2
10001172,1
10001172,23
10001172,29
10001173,48
10001174,40
10001174,41
10001175,1
10001176,1
10001176,2
10001177,35
10001178,1
10001178,2
10001180,20
10001180,29
10001181,35
10001181,39
10001184,20
10001185,20
10001185,32
10001186,1
10001186,9
10001187,35
10001187,38
10001188,29
10001189,1
10001189,10
10001190,14
10001191,43
10001192,46
10001193,32
10001193,34
10001194,1
10001195,43
10001195,44
10001196,1
10001196,3
10001198,1
10001199,46
10001199,47
10001200,1
10001200,2
10001201,46
10001202,29
10001202,30
10001203,1
10001203,6
10001203,10
10001204,20
10001205,23
10001205,24
10001206,35
10001206,36
10001207,1
10001208,20
10001209,40
10001209,41
10001210,20
10001211,1
10001212,1
10001212,4
10001212,6
10001213,1
10001214,20
10001214,21
10001215,1
10001215,6
10001215,10
10001217,1
10001217,12
10001218,1
10001218,2
10001219,1
10001220,20
10001221,32
10001222,1
10001222,6
10001222,10
10001223,20
10001224,23
10001224,24
10001225,46
10001225,47
10001226,35
10001227,46
10001227,47
10001228,46
10001228,47
10001229,1
10001230,1
10001231,43
10001232,23
10001232,29
10001233,32
10001233,33
10001234,20
10001234,27
10001235,46
10001235,47
10001236,35
10001236,36
10001237,1
10001237,9
10001238,20
10001238,27
10001238,32
10001239,1
10001240,23
10001240,24
10001241,1
10001241,2
10001242,1
10001242,6
10001243,1
10001244,20
10001246,1
10001246,6
10001246,10
10001248,1
10001248,9
10001249,20
10001250,43
10001250,44
10001251,1
10001251,2
10001252,14
10001252,48
10001253,46
10001253,47
10001254,48
10001255,32
10001256,1
10001256,12
10001257,35
10001258,1
10001258,6
10001258,10
10001259,43
10001259,44
10001260,1
10001260,10
10001261,1
10001261,2
10001262,1
10001262,2
10001263,20
10001264,40
10001264,41
10001264,43
10001265,14
10001265,16
10001266,1
10001266,2
10001267,1
10001267,2
10001268,48
10001269,32
10001270,35
10001270,36
10001271,43
10001271,44
10001272,20
10001273,43
10001273,44
10001274,43
10001274,44
10001275,1
10001275,4
10001277,32
10001277,33
10001278,48
10001279,48
10001280,1
10001280,3
10001281,48
10001281,50
10001283,1
10001284,48
10001285,20
10001286,1
10001286,10
10001287,43
10001287,44
10001288,20
10001288,21
10001289,27
10001290,43
10001290,44
10001290,45
10001291,1
10001291,3
10001292,20
10001292,27
10001293,1
10001294,46
10001294,47
10001295,1
10001295,3
10001296,43
10001296,44
10001297,32
10001298,35
10001298,36
10001299,1
10001299,2
10001300,20
10001300,21
10001301,32
10001301,33
10001302,14
10001304,20
10001304,21
10001305,46
10001305,47
10001306,20
10001306,22
10001307,1
10001307,2
10001309,20
10001309,21
10001310,32
10001311,20
10001313,20
10001313,21
10001314,20
10001314,21
10001315,32
10001316,1
10001316,3
10001317,1
10001317,12
10001318,1
10001320,20
10001320,21
10001321,43
10001322,14
10001322,16
10001322,17
10001323,1
10001323,2
10001323,6
10001325,20
10001326,40
10001326,41
10001327,32
10001328,1
10001328,12
10001329,27
10001330,46
10001331,32
10001332,1
10001332,23
10001332,24
10001333,20
10001334,1
10001334,27
10001335,1
10001335,6
10001336,35
10001337,1
10001337,3
10001338,43
10001338,44
10001339,1
10001340,20
10001340,27
10001340,32
10001341,27
10001343,1
10001343,4
10001344,1
10001344,6
10001344,10
10001345,23
10001347,1
10001347,6
10001348,27
10001349,32
10001350,35
10001350,39
10001351,35
10001351,36
10001351,39
10001353,20
10001354,1
10001354,6
10001355,20
10001355,27
10001356,32
10001357,35
10001357,36
10001357,39
10001358,35
10001358,36
10001359,20
10001359,21
10001360,46
10001361,1
10001361,3
10001363,14
10001363,29
10001364,35
10001364,36
10001365,35
10001365,38
10001366,1
10001366,2
10001367,1
10001367,2
10001367,23
10001368,1
10001370,35
10001371,46
10001372,46
10001373,46
10001374,1
10001374,6
10001374,10
10001375,20
10001376,1
10001376,4
10001377,1
10001378,1
10001378,12
10001379,14
10001380,32
10001381,46
10001381,47
10001382,46
10001382,47
10001383,1
10001383,27
10001384,35
10001384,36
10001385,1
10001386,1
10001387,1
10001387,2
10001389,1
10001389,3
10001391,48
10001392,46
10001392,47
10001393,1
10001393,9
10001395,1
10001395,6
10001396,1
10001396,27
10001397,1
10001397,6
10001397,10
10001398,1
10001398,3
10001399,14
10001399,15
10001400,1
10001400,12
10001401,43
10001402,43
10001403,1
10001403,3
10001404,20
10001404,27
10001405,1
10001405,9
10001406,35
10001406,36
10001408,32
10001409,1
10001410,1
10001410,13
10001411,43
10001412,1
10001412,2
10001412,10
10001413,1
10001413,6
10001413,10
10001414,1
10001415,23
10001415,24
10001416,1
10001416,2
10001417,1
10001418,46
10001418,47
10001419,1
10001419,6
10001420,43
10001420,44
10001421,1
10001421,2
10001422,27
10001423,20
10001424,20
10001425,14
10001425,20
10001426,20
10001427,1
10001427,12
10001428,1
10001428,2
10001430,14
10001430,16
10001431,27
10001432,48
10001433,32
10001435,48
10001436,1
10001436,2
10001436,23
10001437,20
10001438,1
10001438,13
10001439,48
10001440,1
10001440,6
10001440,10
10001441,1
10001441,12
10001442,1
10001442,6
10001443,1
10001443,2
10001443,23
10001444,1
10001444,3
10001445,27
10001446,1
10001446,27
10001447,20
10001447,21
10001448,32
10001449,48
10001451,1
10001452,1
10001452,2
10001453,1
10001453,6
10001453,10
10001454,20
10001455,1
10001455,6
10001456,29
10001457,29
10001459,48
10001460,43
10001460,44
10001461,1
10001462,1
10001462,5
10001463,1
10001463,3
10001463,23
10001464,20
10001464,21
10001465,20
10001465,27
10001466,1
10001467,20
10001468,1
10001468,6
10001469,1
10001469,3
10001470,1
10001470,2
10001471,20
10001471,43
10001472,1
10001472,23
10001472,24
10001473,1
10001473,2
10001474,48
10001475,48
10001476,1
10001476,3
10001477,1
10001478,32
10001480,1
10001481,20
10001481,22
10001482,1
10001483,20
10001483,21
10001484,32
10001485,1
10001485,6
10001486,32
10001487,1
10001488,1
10001488,4
10001489,48
10001490,32
10001490,33
